0	2496	1711.2	1132	3520
1	1783	1469.25	1132	3520
2	1542	1352.32	1132	3520
3	1404	1290.61	1132	3520
4	1336	1258.17	1101	3520
5	1298	1237.54	1101	3520
6	1281	1222.25	1101	3520
7	1260	1208.92	1101	3520
8	1244	1195.11	1095	3520
9	1231	1189.41	1095	3520
10	1215	1172.11	1070	3520
11	1204	1163.14	1069	3520
12	1194	1156.76	1069	3520
13	1185	1150.57	1069	3520
14	1179	1144.47	1063	3520
15	1171	1136.53	1036	3520
16	1165	1131.85	1036	3520
17	1157	1126.38	1036	3520
18	1152	1122.64	1024	3520
19	1147	1118.63	1024	3520
20	1142	1114.44	1024	3520
21	1138	1109.27	1022	3520
22	1133	1101.93	1022	3520
23	1129	1096.92	1022	3520
24	1123	1092.05	930	3520
25	1116	1085.32	930	3520
26	1109	1079.64	930	3520
27	1107	1074.79	930	3520
28	1101	1069.62	930	3520
29	1096	1063.99	930	3520
30	1093	1059.5	930	3520
31	1089	1053.26	930	3520
32	1083	1046.04	930	3520
33	1077	1040.36	930	3520
34	1069	1033.86	919	3520
35	1064	1029.48	919	3520
36	1057	1024.9	919	3520
37	1050	1017.91	919	3520
38	1045	1012.53	919	3520
39	1040	1006.46	919	3520
40	1036	1001.56	919	3520
41	1026	995.952	919	3520
42	1019	989.855	919	3520
43	1011	983.732	919	3520
44	1002	978.868	919	3520
45	996	973.93	910	3520
46	991	967.559	907	3520
47	983	961.881	901	3520
48	977	959.188	901	3520
49	973	955.983	901	3520
50	970	951.463	901	3520
51	967	948.17	901	3520
52	963	945.326	900	3520
53	959	941.572	884	3520
54	957	938.03	884	3520
55	952	934.956	884	3520
56	949	932.388	884	3520
57	945	929.512	884	3520
58	942	926.063	884	3520
59	939	923.431	859	3520
60	937	921.714	859	3520
61	934	918.444	859	3520
62	931	915.537	859	3520
63	928	912.856	825	3520
64	926	909.826	825	3520
65	923	906.356	825	3520
66	919	902.308	825	3520
67	916	898.171	825	3520
68	913	895.29	825	3520
69	910	892.04	825	3520
70	907	888.094	825	3520
71	904	883.568	825	3520
72	898	878.963	824	3520
73	895	874.064	817	3520
74	892	870.824	817	3520
75	888	866.291	813	3520
76	884	863.043	813	3520
77	881	859.679	812	3520
78	875	855.594	810	3520
79	873	852.464	794	3520
80	867	849.455	794	3520
81	866	847.139	794	3520
82	862	844.059	794	3520
83	859	841.653	794	3520
84	856	839.18	794	3520
85	853	837.733	794	3520
86	852	836.088	790	3520
87	850	834.744	790	3520
88	847	832.73	790	3520
89	844	831.447	790	3520
90	842	828.527	771	3520
91	841	826.771	771	3520
92	839	824.688	771	3520
93	836	822.942	771	3520
94	836	821.829	771	3520
95	833	820.681	771	3520
96	831	819.547	771	3520
97	830	818.565	771	3520
98	827	817.617	771	3520
99	825	815.927	771	3520
100	825	814.388	765	3520
101	825	813.826	765	3520
102	825	812.711	765	3520
103	824	811.4	765	3520
104	821	809.147	765	3520
105	820	806.82	765	3520
106	819	806.12	765	3520
107	817	804.192	765	3520
108	815	801.756	765	3520
109	813	800.445	765	3520
110	812	798.028	752	3520
111	810	795.697	752	3520
112	807	794.041	752	3520
113	805	792.498	752	3520
114	803	791.153	752	3520
115	802	789.303	726	3520
116	798	786.818	726	3520
117	796	785.216	726	3520
118	795	783.272	726	3520
119	794	781.544	726	3520
120	794	779.626	726	3520
121	792	776.547	726	3520
122	790	774.759	726	3520
123	789	772.652	726	3520
124	786	770.521	726	3520
125	783	768.242	726	3520
126	780	766.37	726	3520
127	779	764.912	726	3520
128	777	762.889	726	3520
