0	2491.62	2763.85	3229.32	11476.1	12040.5	13010.3	157	170.07	183	3520
1	2458.82	2628.93	2722.13	11476.1	11994.6	13010.3	157	170.38	195	3520
2	2442.48	2588.79	2666.53	11605.1	11975.4	12400.7	157	170.12	185	3520
3	2442.48	2566.98	2626.93	11605.1	11958.4	12400.7	157	170.47	185	3520
4	2372.76	2548.5	2605.33	11294.9	11934.7	12384.2	157	170.08	185	3520
5	2372.76	2533.23	2585.62	11294.9	11929.2	12384.2	157	169.96	182	3520
6	2372.76	2520.71	2570.76	11294.9	11913.6	12384.2	157	170.11	180	3520
7	2372.76	2509.68	2559.39	11294.9	11894.6	12273.3	157	169.82	180	3520
8	2372.76	2499.33	2542.36	11294.9	11867.1	12273.3	158	169.7	182	3520
9	2372.76	2488.52	2528.3	11294.9	11848.8	12273.3	158	169.78	182	3520
10	2372.76	2482.08	2521.62	11294.9	11838.7	12192.8	160	169.86	182	3520
11	2372.76	2475.88	2517.96	11294.9	11834.3	12192.8	160	170.1	182	3520
12	2372.76	2474.3	2514.36	11294.9	11833.1	12192.8	160	170.07	182	3520
13	2372.76	2470.3	2511.62	11294.9	11837.7	12192.8	162	170.57	182	3520
14	2372.76	2466.09	2503.73	11294.9	11829	12192.8	162	170.55	182	3520
15	2372.76	2461.68	2497.05	11294.9	11825.1	12192.8	162	170.15	180	3520
16	2372.76	2456.76	2487.33	11294.9	11822.3	12192.8	162	170.46	183	3520
17	2372.76	2452.77	2483.05	11294.9	11811.6	12192.8	161	170.33	183	3520
18	2372.76	2450.47	2477.05	11294.9	11807.5	12192.8	161	170.44	183	3520
19	2372.76	2447.9	2474.76	11294.9	11792.7	12139.8	161	170.51	183	3520
20	2372.76	2447.24	2474.02	11294.9	11787.5	12139.8	161	170.74	183	3520
21	2372.76	2443.97	2469.85	11294.9	11780.3	12139.8	161	170.75	183	3520
22	2372.76	2441.43	2466.08	11294.9	11769.3	12139.8	161	170.83	183	3520
23	2372.76	2438.43	2463.45	11294.9	11768.8	12139.8	159	171.08	183	3520
24	2372.76	2437.38	2461.27	11294.9	11762.4	12139.8	159	170.87	183	3520
25	2372.76	2435.03	2458.82	11294.9	11750.1	12139.8	159	171.11	183	3520
26	2372.76	2433.27	2455.39	11294.9	11737.9	12139.8	159	171.49	183	3520
27	2372.76	2431.9	2454.71	11294.9	11740.3	12139.8	159	171.26	183	3520
28	2372.76	2429.39	2452.02	11294.9	11739.3	12139.8	159	171.28	183	3520
29	2363.11	2426.37	2449.05	11223.7	11739.5	12139.8	159	171.52	183	3520
30	2363.11	2424.6	2446.54	11223.7	11732.2	12139.8	159	171.49	183	3520
31	2363.11	2421.38	2442.65	11223.7	11708.6	12139.8	159	171.86	183	3520
32	2363.11	2420.99	2442.48	11223.7	11700.7	12139.8	159	171.95	183	3520
33	2363.11	2420.1	2442.48	11201	11679	12139.8	159	172.05	183	3520
34	2345.27	2417.58	2440.3	11201	11670.1	11940.1	159	171.98	183	3520
35	2345.27	2416.56	2436.76	11201	11659	11931.9	159	171.9	183	3520
36	2324.48	2413.58	2435.17	11201	11666.6	11931.9	159	171.24	182	3520
37	2324.48	2410.11	2431.39	11201	11655.7	11931.9	159	171.24	182	3520
38	2324.48	2406.94	2430.36	11092.7	11637.2	11931.9	159	171.33	182	3520
39	2324.48	2404.96	2428.71	11092.7	11639.7	11931.9	159	171.35	182	3520
40	2324.48	2403.71	2425.68	11092.7	11633.8	11931.9	159	171.1	182	3520
41	2324.48	2401.97	2422.65	11092.7	11624.3	11931.9	162	171.03	181	3520
42	2276.59	2397.53	2419.11	11092.7	11607	11931.9	162	171.12	181	3520
43	2276.59	2396.97	2418.2	11092.7	11603.3	11931.9	162	170.99	181	3520
44	2276.59	2394.45	2418.2	11092.7	11587	11931.9	162	171.26	181	3520
45	2276.59	2391.72	2414.65	11092.7	11581.3	11928.3	162	171.03	181	3520
46	2276.59	2389.07	2412.99	11092.7	11577	11854.9	162	171	181	3520
47	2276.59	2387.04	2409.17	11092.7	11579.2	11854.9	162	170.66	182	3520
48	2276.59	2384.02	2407.73	11092.7	11546.1	11819.8	162	170.56	182	3520
49	2276.59	2381.62	2402.24	11092.7	11549.8	11819.8	162	170.19	182	3520
50	2276.59	2380.37	2397.79	11092.7	11551.8	11819.8	157	169.72	182	3520
51	2276.59	2378.73	2395.96	11092.7	11543.4	11748.3	157	169.34	180	3520
52	2276.59	2373.8	2395.85	11092.7	11531	11748.3	157	169.36	180	3520
53	2276.59	2368.18	2388.65	11092.7	11510.3	11748.3	162	169.06	180	3520
54	2276.59	2365.05	2382.76	11092.7	11498.2	11748.3	162	168.95	180	3520
55	2276.59	2362.86	2380.08	11092.7	11495.3	11740.3	162	168.44	180	3520
56	2276.59	2360.75	2380.08	11092.7	11478.1	11740.3	161	168.51	180	3520
57	2276.59	2357.88	2377.73	11092.7	11476.1	11740.3	161	168.11	179	3520
58	2276.59	2355.3	2376.71	11092.7	11446.8	11688.2	161	167.68	179	3520
59	2276.59	2347.47	2369.96	11092.7	11474.5	11688.2	161	167.71	179	3520
60	2276.59	2341.97	2367.11	11092.7	11473.6	11688.2	164	167.55	179	3520
61	2276.59	2335.28	2363.11	11139.8	11473.8	11611.6	164	167.15	176	3520
62	2276.59	2326.35	2338.14	11139.8	11467.3	11571.9	164	167.04	174	3520
63	2276.59	2323.81	2325.33	11139.8	11461.2	11466.9	164	167.04	174	3520
64	2276.59	2323.71	2324.48	11139.8	11461	11466.9	164	167.04	174	3520
65	2276.59	2323.63	2324.48	11139.8	11460.9	11466.9	164	167.04	174	3520
66	2276.59	2323.34	2324.48	11139.8	11460.4	11466.9	164	167.04	174	3520
67	2276.59	2323.09	2324.48	11139.8	11460	11466.9	164	167.04	174	3520
68	2276.59	2322.94	2324.48	11139.8	11459.6	11466.9	164	167.04	174	3520
69	2276.59	2322.31	2324.48	11139.8	11458.5	11466.9	164	167.04	174	3520
70	2276.59	2321.53	2324.48	11139.8	11457.7	11495.6	164	167.04	174	3520
71	2276.59	2320.26	2324.48	11139.8	11455.8	11495.6	164	167.04	174	3520
72	2276.59	2319.4	2324.48	11139.8	11454.1	11495.6	164	167.04	174	3520
73	2276.59	2318.48	2321.68	11139.8	11452.1	11462.9	164	167.04	174	3520
74	2276.59	2316.6	2321.68	11139.8	11448.6	11462.9	164	167.04	174	3520
75	2276.59	2315.59	2319.79	11139.8	11446.5	11466.9	164	167.04	174	3520
76	2276.59	2314.42	2319.79	11139.8	11445.2	11466.9	164	167.04	174	3520
77	2276.59	2312.74	2319.79	11139.8	11443.1	11466.9	164	167.04	174	3520
78	2276.59	2309.99	2319.79	11139.8	11439.9	11466.9	164	167.04	174	3520
79	2276.59	2308.49	2308.82	11139.8	11439.8	11450.9	167	167.07	174	3520
80	2276.59	2308.47	2308.82	11139.8	11439.9	11450.9	167	167.07	174	3520
81	2276.59	2308.46	2308.82	11139.8	11440	11450.9	167	167.07	174	3520
82	2276.59	2308.42	2308.82	11139.8	11440.4	11450.9	167	167.07	174	3520
83	2276.59	2308.4	2308.82	11139.8	11440.4	11450.9	167	167.07	174	3520
84	2276.59	2308.35	2308.82	11139.8	11440.8	11450.9	167	167.07	174	3520
85	2276.59	2308.29	2308.82	11139.8	11441.7	11450.9	167	167.07	174	3520
86	2276.59	2308.21	2308.82	11139.8	11442.9	11450.9	167	167.07	174	3520
87	2276.59	2308.1	2308.82	11139.8	11444.4	11450.9	167	167.07	174	3520
88	2276.59	2307.99	2308.48	11139.8	11445.6	11450.9	167	167.07	174	3520
89	2276.59	2307.87	2308.48	11139.8	11445.1	11450.9	167	167.07	174	3520
90	2276.59	2307.78	2308.48	11139.8	11444.2	11450.9	167	167.07	174	3520
91	2276.59	2307.61	2308.48	11139.8	11442.6	11450.9	167	167.07	174	3520
92	2276.59	2307.37	2308.48	11139.8	11441.1	11450.9	167	167.07	174	3520
93	2276.59	2307.23	2307.79	11139.8	11440.4	11450.9	167	167.07	174	3520
94	2276.59	2307.23	2307.79	11139.8	11440.4	11450.9	167	167.07	174	3520
95	2276.59	2307.23	2307.79	11139.8	11440.4	11450.9	167	167.07	174	3520
96	2276.59	2307.17	2307.79	11139.8	11440.5	11450.9	167	167.07	174	3520
97	2276.59	2307.1	2307.79	11139.8	11440.6	11450.9	167	167.07	174	3520
98	2276.59	2307.01	2307.79	11139.8	11440.6	11450.9	167	167.07	174	3520
99	2276.59	2306.98	2307.79	11139.8	11440.7	11450.9	167	167.07	174	3520
100	2276.59	2306.82	2307.79	11139.8	11440.8	11450.9	167	167.07	174	3520
101	2276.59	2306.76	2307.79	11139.8	11440.8	11450.9	167	167.07	174	3520
102	2276.59	2306.46	2307.79	11139.8	11441	11450.9	167	167.07	174	3520
103	2276.59	2306.22	2307.79	11139.8	11440.9	11450.9	167	167.07	174	3520
104	2276.59	2305.78	2307.79	11139.8	11441.2	11450.9	167	167.07	174	3520
105	2276.59	2305.3	2307.79	11139.8	11441.4	11450.9	167	167.07	174	3520
106	2276.59	2304.65	2307.79	11139.8	11441.8	11450.9	167	167.07	174	3520
107	2276.59	2303.94	2304.82	11139.8	11441.8	11450.9	167	167.07	174	3520
108	2276.59	2303.85	2304.82	11139.8	11441	11450.9	167	167.07	174	3520
