0	3250	2904.78	2596	3520
1	2912	2812.72	2596	3520
2	2831	2757.65	2481	3520
3	2773	2715.83	2481	3520
4	2735	2679.21	2476	3520
5	2700	2646.23	2476	3520
6	2672	2617.77	2438	3520
7	2643	2585.24	2372	3520
8	2609	2550.05	2372	3520
9	2576	2516.09	2314	3520
10	2552	2488.95	2287	3520
11	2521	2468.61	2287	3520
12	2495	2445.96	2287	3520
13	2472	2421.59	2260	3520
14	2452	2402.8	2213	3520
15	2433	2386.19	2213	3520
16	2416	2370.12	2213	3520
17	2394	2349.58	2196	3520
18	2380	2334.01	2189	3520
19	2362	2316.99	2185	3520
20	2344	2300.28	2180	3520
21	2327	2282.82	2180	3520
22	2309	2267.85	2086	3520
23	2294	2254.09	2086	3520
24	2283	2242.8	2086	3520
25	2268	2229.34	2086	3520
26	2255	2217.21	2077	3520
27	2245	2206.78	2077	3520
28	2234	2195.95	2077	3520
29	2222	2183.36	2027	3520
30	2211	2172.46	2027	3520
31	2198	2160.67	2017	3520
32	2185	2146.47	2017	3520
33	2172	2133.6	2010	3520
34	2162	2119.2	1933	3520
35	2149	2108.44	1933	3520
36	2137	2094.21	1928	3520
37	2122	2079.6	1928	3520
38	2108	2065.22	1907	3520
39	2096	2053.61	1907	3520
40	2083	2043.45	1907	3520
41	2072	2030.81	1907	3520
42	2061	2019.02	1901	3520
43	2047	2011.44	1901	3520
44	2037	2003.1	1901	3520
45	2027	1992.41	1896	3520
46	2018	1984.03	1887	3520
47	2005	1972.4	1887	3520
48	1998	1965.37	1835	3520
49	1990	1955.78	1832	3520
50	1980	1946.89	1832	3520
51	1970	1936.82	1832	3520
52	1961	1929.46	1832	3520
53	1951	1920.28	1819	3520
54	1944	1915.49	1819	3520
55	1938	1906.76	1819	3520
56	1931	1901.15	1819	3520
57	1924	1894.36	1815	3520
58	1917	1888.02	1776	3520
59	1911	1881.16	1743	3520
60	1905	1874.23	1743	3520
61	1895	1866.52	1740	3520
62	1887	1858.23	1740	3520
63	1880	1849.2	1740	3520
64	1872	1840.35	1722	3520
65	1863	1830.88	1697	3520
66	1858	1824.27	1697	3520
67	1851	1817.7	1697	3520
68	1842	1809.15	1697	3520
69	1836	1802.53	1697	3520
70	1825	1792.07	1686	3520
71	1819	1783.1	1685	3520
72	1809	1773.53	1656	3520
73	1802	1766.72	1656	3520
74	1795	1760.46	1656	3520
75	1787	1756.39	1656	3520
76	1780	1752.46	1656	3520
77	1773	1746.93	1656	3520
78	1770	1742.92	1656	3520
79	1765	1738.43	1656	3520
80	1761	1733.92	1651	3520
81	1757	1729.39	1647	3520
82	1747	1724.01	1647	3520
83	1744	1720.13	1622	3520
84	1741	1715.55	1552	3520
85	1738	1712.91	1552	3520
86	1732	1706.1	1523	3520
87	1729	1699.74	1523	3520
88	1721	1691.76	1523	3520
89	1717	1688.36	1523	3520
90	1713	1683.99	1523	3520
91	1709	1677.65	1523	3520
92	1705	1672.09	1523	3520
93	1701	1669.01	1523	3520
94	1696	1664.27	1523	3520
95	1690	1657.93	1496	3520
96	1684	1653.62	1496	3520
97	1680	1647.18	1496	3520
98	1673	1640.79	1496	3520
99	1666	1633.95	1496	3520
100	1659	1627.79	1496	3520
101	1655	1621.61	1485	3520
102	1648	1614.01	1485	3520
103	1642	1606.24	1485	3520
104	1634	1600.4	1485	3520
105	1625	1592.69	1485	3520
106	1616	1586.52	1485	3520
107	1609	1580.38	1485	3520
108	1602	1571.86	1480	3520
109	1595	1561.91	1480	3520
110	1586	1552.46	1480	3520
111	1576	1544.54	1480	3520
112	1566	1534.57	1453	3520
113	1554	1526.54	1453	3520
114	1544	1518.27	1453	3520
115	1532	1511.51	1453	3520
116	1525	1505.83	1450	3520
117	1517	1499.33	1442	3520
118	1509	1494.17	1438	3520
119	1504	1490.81	1438	3520
120	1500	1487.83	1438	3520
121	1496	1484.91	1438	3520
122	1496	1480.49	1431	3520
123	1492	1476.4	1431	3520
124	1489	1473.98	1431	3520
125	1486	1470.85	1431	3520
126	1483	1468.05	1431	3520
127	1479	1464.03	1420	3520
128	1476	1460.63	1407	3520
129	1472	1457.07	1403	3520
130	1469	1453.13	1385	3520
131	1465	1448.57	1385	3520
132	1461	1445.49	1385	3520
133	1457	1441.14	1385	3520
134	1454	1438.24	1367	3520
135	1452	1435	1365	3520
136	1448	1430.53	1365	3520
137	1444	1425.66	1339	3520
138	1440	1420.71	1339	3520
139	1436	1416.34	1336	3520
140	1434	1412.42	1336	3520
141	1427	1406.09	1324	3520
142	1423	1402.04	1324	3520
143	1419	1399.3	1324	3520
144	1416	1394.21	1324	3520
145	1411	1390.49	1324	3520
146	1408	1385.69	1324	3520
147	1405	1381.97	1318	3520
148	1400	1376.77	1305	3520
149	1395	1371.69	1305	3520
150	1389	1366.27	1305	3520
151	1383	1362.49	1305	3520
152	1377	1358.22	1305	3520
153	1371	1354.58	1305	3520
154	1368	1350.15	1295	3520
155	1363	1345.56	1269	3520
156	1359	1342.97	1269	3520
157	1357	1340.56	1269	3520
158	1354	1337.03	1269	3520
159	1351	1334.86	1269	3520
160	1347	1331.84	1269	3520
161	1343	1329.75	1269	3520
162	1341	1327.21	1269	3520
163	1339	1325.52	1269	3520
164	1336	1323.22	1269	3520
165	1334	1320.43	1269	3520
166	1331	1317.65	1269	3520
167	1329	1315.7	1269	3520
168	1326	1313.24	1269	3520
169	1323	1310.87	1269	3520
170	1321	1308.5	1269	3520
171	1319	1306.12	1269	3520
172	1315	1304.09	1269	3520
173	1313	1302.18	1269	3520
174	1311	1299.69	1248	3520
175	1309	1298.19	1248	3520
176	1305	1295.17	1248	3520
177	1302	1292.29	1248	3520
178	1301	1290.48	1248	3520
179	1300	1287.82	1248	3520
180	1296	1285.21	1248	3520
181	1293	1281.45	1240	3520
182	1290	1278.74	1240	3520
183	1288	1275.88	1230	3520
184	1285	1273.65	1230	3520
185	1282	1270.11	1230	3520
186	1280	1268.07	1228	3520
187	1278	1265.84	1228	3520
188	1275	1263.06	1225	3520
189	1272	1259.74	1209	3520
190	1269	1256.64	1209	3520
191	1266	1253.83	1209	3520
192	1262	1251.83	1209	3520
193	1260	1249.71	1209	3520
194	1258	1247.28	1209	3520
195	1256	1244.98	1209	3520
196	1255	1242.31	1209	3520
197	1251	1239.08	1207	3520
198	1248	1236.17	1207	3520
199	1246	1232.59	1207	3520
200	1242	1229.55	1207	3520
201	1239	1227.25	1207	3520
202	1237	1224.28	1195	3520
203	1231	1220.94	1195	3520
204	1228	1218.8	1190	3520
205	1224	1216.11	1190	3520
206	1219	1214.03	1190	3520
207	1216	1212.33	1190	3520
208	1214	1211.21	1184	3520
209	1214	1209.86	1175	3520
210	1212	1208.34	1175	3520
211	1212	1207.04	1175	3520
212	1211	1205.74	1172	3520
213	1210	1204.34	1172	3520
214	1209	1203.02	1172	3520
215	1208	1201.3	1172	3520
216	1207	1199.12	1172	3520
217	1205	1196.38	1172	3520
218	1203	1193.48	1172	3520
219	1200	1190.39	1160	3520
220	1198	1186.93	1160	3520
221	1195	1184.24	1160	3520
222	1190	1180.78	1160	3520
223	1186	1177.8	1155	3520
224	1184	1175.59	1155	3520
225	1181	1172.93	1155	3520
226	1177	1170.64	1155	3520
227	1175	1168.68	1140	3520
228	1173	1166.69	1137	3520
229	1172	1165.04	1137	3520
230	1170	1163.07	1137	3520
231	1167	1160.72	1128	3520
232	1165	1158.72	1128	3520
233	1162	1156.73	1128	3520
234	1161	1155.28	1128	3520
235	1160	1153.36	1128	3520
236	1158	1151.02	1128	3520
237	1157	1149.31	1128	3520
238	1155	1147.52	1128	3520
239	1154	1145.56	1128	3520
240	1151	1143.06	1128	3520
241	1148	1140.11	1128	3520
242	1143	1137.84	1116	3520
243	1140	1136.23	1116	3520
244	1137	1134.94	1116	3520
245	1137	1134.26	1106	3520
246	1137	1133.5	1106	3520
247	1137	1131.98	1098	3520
248	1137	1129.4	1097	3520
249	1135	1126.38	1097	3520
250	1133	1123.45	1097	3520
251	1129	1121.08	1097	3520
252	1123	1118.33	1086	3520
253	1123	1116.39	1086	3520
254	1123	1114.68	1086	3520
255	1121	1112	1086	3520
256	1119	1109.74	1086	3520
257	1117	1107.72	1086	3520
258	1115	1105.09	1084	3520
259	1112	1102.67	1084	3520
260	1109	1099.58	1060	3520
261	1104	1096.71	1058	3520
262	1102	1094.22	1058	3520
263	1102	1092.46	1058	3520
264	1097	1089.73	1058	3520
265	1095	1088.38	1058	3520
266	1094	1086.41	1058	3520
267	1092	1084.06	1058	3520
268	1089	1081.1	1058	3520
269	1086	1079.09	1058	3520
270	1084	1076.7	1044	3520
271	1083	1074.02	1044	3520
272	1081	1072.39	1044	3520
273	1077	1070.27	1044	3520
274	1075	1067.6	1037	3520
275	1075	1065.23	1037	3520
276	1073	1063.53	1037	3520
277	1070	1061.88	1032	3520
278	1068	1059.98	1032	3520
279	1066	1057.99	1026	3520
280	1063	1055	1024	3520
281	1060	1053.63	1024	3520
282	1060	1051.44	1024	3520
283	1058	1048.73	1024	3520
284	1055	1046.05	1024	3520
285	1052	1043.65	1024	3520
286	1050	1041.25	1018	3520
287	1047	1039.37	1018	3520
288	1044	1037.57	1018	3520
289	1042	1035.28	1018	3520
290	1038	1033.36	1018	3520
291	1034	1031.9	1018	3520
292	1034	1031.08	1014	3520
293	1034	1029.99	1014	3520
294	1032	1028.59	1014	3520
295	1032	1026.88	1014	3520
296	1029	1024.65	1012	3520
297	1026	1023.96	1012	3520
298	1026	1022.54	1004	3520
299	1024	1021.51	1002	3520
300	1024	1020.43	1002	3520
301	1024	1018.57	1000	3520
302	1022	1016.18	1000	3520
303	1018	1013.86	1000	3520
304	1014	1012.63	1000	3520
305	1014	1011.85	1000	3520
306	1014	1010.5	996	3520
307	1014	1009.36	996	3520
308	1014	1007.78	986	3520
309	1014	1005.4	986	3520
310	1010	1002.38	986	3520
311	1004	1001.05	974	3520
312	1004	999.798	974	3520
313	1002	998.793	974	3520
314	1000	998.305	974	3520
315	1000	997.561	974	3520
316	1000	996.667	974	3520
317	1000	994.875	972	3520
318	1000	992.163	972	3520
319	996	989.793	966	3520
320	994	987.752	966	3520
321	992	985.808	966	3520
322	990	984.006	966	3520
323	988	981.206	962	3520
324	986	979.242	962	3520
325	986	976.707	962	3520
326	982	973.538	962	3520
327	974	972.04	962	3520
328	974	971.281	962	3520
329	972	971.009	962	3520
330	972	970.758	962	3520
331	972	970.407	962	3520
332	972	969.864	951	3520
333	972	969.133	951	3520
334	972	968.076	951	3520
335	972	966.302	947	3520
336	966	964.953	938	3520
337	966	964.472	938	3520
338	966	964.105	938	3520
339	966	962.825	938	3520
340	966	962.019	938	3520
341	966	960.705	938	3520
342	966	959.29	938	3520
343	965	957.211	938	3520
344	960	955.326	938	3520
345	956	954.247	938	3520
346	956	953.682	938	3520
347	956	952.848	938	3520
348	956	951.748	938	3520
349	956	950.305	928	3520
350	956	948.306	928	3520
351	955	944.907	928	3520
352	948	941.41	926	3520
353	946	938.166	926	3520
354	938	937.793	926	3520
355	938	937.738	926	3520
356	938	937.663	926	3520
357	938	937.623	926	3520
358	938	937.447	926	3520
359	938	937.136	926	3520
360	938	936.826	926	3520
361	938	936.17	926	3520
362	938	935.411	926	3520
363	937	934.662	926	3520
364	935	934.332	926	3520
365	935	933.954	916	3520
366	935	933.7	916	3520
367	935	933.193	916	3520
368	934	932.819	916	3520
369	934	932.664	916	3520
370	934	932.191	916	3520
371	934	931.981	916	3520
372	934	931.429	916	3520
373	934	930.489	916	3520
374	934	929.313	915	3520
375	933	927.921	910	3520
376	931	926.938	906	3520
377	931	925.931	906	3520
378	929	924.841	906	3520
379	928	923.757	906	3520
380	928	922.546	906	3520
381	928	921.362	906	3520
382	928	919.693	906	3520
383	925	917.405	906	3520
384	923	915.276	905	3520
385	916	914.414	904	3520
386	916	914.148	904	3520
387	916	913.511	904	3520
388	916	912.615	904	3520
389	915	911.787	904	3520
390	915	910.427	904	3520
391	915	908.616	900	3520
392	910	906.312	900	3520
393	906	905.659	900	3520
394	906	905.338	900	3520
395	906	904.988	900	3520
396	906	904.333	898	3520
397	905	903.902	898	3520
398	905	903.402	898	3520
399	904	902.667	898	3520
0	3281	2903.5	2619	8115
1	2916	2815.36	2605	8115
