../../problem-instances/benchmarks/bbcm/1A.dat	24	39	146.0	173.0	48	[0, 19, 18, 8, 0, 10, 11, 16, 17, 13, 12, 16, 15, 16, 17, 13, 7, 6, 12, 6, 5, 10, 4, 1, 9, 2, 8, 2, 3, 1, 3, 4, 5, 11, 15, 14, 20, 22, 23, 20, 19, 14, 20, 22, 21, 18, 0, 4, 0]
../../problem-instances/benchmarks/bbcm/1B.dat	24	39	146.0	173.0	48	[0, 8, 2, 3, 1, 4, 10, 0, 4, 3, 1, 9, 2, 8, 18, 0, 19, 14, 20, 19, 18, 21, 22, 23, 20, 22, 20, 14, 15, 11, 16, 17, 13, 12, 6, 12, 16, 15, 16, 17, 13, 7, 6, 5, 10, 11, 5, 4, 0]
../../problem-instances/benchmarks/bbcm/1C.dat	24	39	146.0	173.0	48	[0, 4, 3, 2, 8, 2, 9, 1, 3, 1, 4, 5, 11, 16, 15, 16, 17, 13, 7, 6, 12, 13, 17, 16, 12, 6, 5, 10, 0, 4, 10, 11, 15, 14, 19, 20, 14, 20, 22, 23, 20, 22, 21, 18, 0, 19, 18, 8, 0]
../../problem-instances/benchmarks/bbcm/2A.dat	24	34	185.0	217.0	41	[0, 1, 3, 4, 10, 9, 19, 20, 14, 15, 16, 17, 13, 12, 13, 7, 6, 5, 11, 12, 16, 15, 11, 10, 14, 20, 23, 22, 19, 22, 21, 18, 19, 18, 8, 2, 8, 9, 4, 3, 2, 0]
../../problem-instances/benchmarks/bbcm/2B.dat	24	34	185.0	217.0	41	[0, 1, 3, 2, 8, 9, 10, 14, 15, 16, 12, 13, 17, 16, 15, 11, 5, 6, 7, 13, 12, 11, 10, 4, 3, 4, 9, 19, 18, 19, 20, 14, 20, 23, 22, 19, 22, 21, 18, 8, 2, 0]
../../problem-instances/benchmarks/bbcm/2C.dat	24	34	185.0	217.0	41	[0, 2, 3, 4, 9, 10, 14, 20, 19, 18, 8, 2, 8, 9, 19, 22, 19, 18, 21, 22, 23, 20, 14, 15, 16, 12, 13, 7, 6, 5, 11, 12, 13, 17, 16, 15, 11, 10, 4, 3, 1, 0]
../../problem-instances/benchmarks/bbcm/3A.dat	24	35	65.0	77.0	44	[0, 2, 8, 18, 8, 9, 19, 18, 21, 22, 23, 20, 23, 22, 19, 20, 14, 15, 16, 17, 16, 12, 13, 17, 13, 7, 6, 5, 4, 10, 11, 5, 11, 12, 11, 15, 14, 10, 9, 4, 3, 2, 3, 1, 0]
../../problem-instances/benchmarks/bbcm/3B.dat	24	35	65.0	77.0	44	[0, 2, 3, 4, 9, 19, 22, 23, 22, 21, 18, 19, 20, 23, 20, 14, 15, 14, 10, 4, 5, 6, 7, 13, 17, 13, 12, 16, 17, 16, 15, 11, 5, 11, 12, 11, 10, 9, 8, 18, 8, 2, 3, 1, 0]
../../problem-instances/benchmarks/bbcm/3C.dat	24	35	65.0	77.0	44	[0, 1, 3, 2, 3, 4, 5, 6, 7, 13, 17, 13, 12, 11, 12, 16, 17, 16, 15, 11, 5, 11, 10, 9, 4, 10, 14, 15, 14, 20, 23, 22, 23, 20, 19, 9, 8, 18, 21, 22, 19, 18, 8, 2, 0]
../../problem-instances/benchmarks/bbcm/4A.dat	41	69	343.0	388.0	82	[0, 1, 7, 6, 7, 8, 2, 1, 2, 3, 4, 3, 9, 10, 16, 15, 10, 4, 5, 11, 10, 16, 19, 20, 21, 20, 26, 25, 18, 19, 16, 17, 21, 27, 26, 31, 30, 34, 35, 31, 25, 24, 14, 13, 22, 23, 24, 30, 29, 28, 29, 23, 13, 12, 13, 8, 9, 14, 15, 18, 19, 26, 32, 36, 35, 34, 33, 34, 38, 39, 40, 36, 40, 39, 35, 38, 37, 33, 28, 22, 12, 6, 0]
../../problem-instances/benchmarks/bbcm/4B.dat	41	69	343.0	388.0	82	[0, 1, 2, 3, 4, 10, 15, 16, 10, 16, 17, 21, 27, 26, 20, 21, 20, 19, 18, 15, 14, 13, 23, 24, 14, 9, 3, 4, 5, 11, 10, 9, 8, 7, 1, 2, 8, 13, 12, 13, 22, 28, 33, 34, 33, 37, 38, 34, 35, 39, 38, 35, 31, 25, 24, 30, 31, 26, 19, 16, 19, 18, 25, 26, 32, 36, 40, 39, 40, 36, 35, 34, 30, 29, 28, 29, 23, 22, 12, 6, 7, 6, 0]
