gdb-instances/gdb1.dat	6	15	252.0	306.0	28	6	0,9,10,7,6,5,4,10,8,9,7,6,11,5,6,0,11,4,2,3,1,8,1,3,0,1,2,1,0
gdb-instances/gdb10.dat	6	15	252.0	277.0	29	6	0,10,5,4,6,1,6,3,10,11,9,11,7,8,9,0,8,2,7,0,3,5,3,1,4,0,3,2,1,0
gdb-instances/gdb11.dat	16	120	356.0	387.0	53	16	0,10,15,14,15,16,17,16,11,10,5,14,13,4,13,12,21,20,2,20,19,7,19,18,8,18,17,9,11,7,8,9,0,8,2,7,0,10,3,6,12,21,1,6,4,5,3,1,4,0,3,2,1,0
gdb-instances/gdb12.dat	6	15	336.0	384.0	27	6	0,4,9,10,12,8,12,11,10,3,9,5,11,7,1,7,8,6,1,5,2,0,4,3,0,2,1,0
gdb-instances/gdb13.dat	4	6	509.0	547.0	31	4	0,8,9,6,9,7,8,6,5,8,4,6,7,2,5,4,3,2,6,0,7,1,0,5,0,4,1,3,0,2,1,0
gdb-instances/gdb14.dat	0	0	96.0	96.0	21	0	0,6,5,4,6,3,5,2,4,3,2,6,1,5,0,4,1,3,0,2,1,0
gdb-instances/gdb15.dat	0	0	56.0	56.0	21	0	0,6,5,4,6,3,5,2,4,3,2,6,1,5,0,4,1,3,0,2,1,0
gdb-instances/gdb16.dat	8	28	119.0	125.0	32	8	0,7,6,5,7,3,7,4,6,4,5,3,6,2,7,1,5,1,6,0,5,2,4,3,1,4,0,3,2,0,2,1,0
gdb-instances/gdb17.dat	8	28	84.0	96.0	32	8	0,7,6,5,7,4,5,4,6,3,7,2,6,1,7,0,6,3,5,2,4,1,5,0,4,3,2,1,3,0,2,1,0
gdb-instances/gdb18.dat	0	0	158.0	158.0	36	0	0,8,7,6,8,5,7,4,6,5,4,8,3,7,2,6,3,5,2,4,3,2,8,1,7,0,6,1,5,0,4,1,3,0,2,1,0
gdb-instances/gdb19.dat	4	6	45.0	55.0	15	4	0,5,7,5,0,4,6,1,4,0,3,1,6,2,1,0
gdb-instances/gdb2.dat	4	6	291.0	325.0	29	4	0,9,10,7,5,4,2,3,11,4,10,8,9,6,9,7,6,11,3,1,8,0,11,5,6,0,3,2,1,0
gdb-instances/gdb20.dat	4	6	105.0	122.0	26	4	0,8,1,4,10,6,9,7,6,9,2,0,4,5,4,7,8,3,7,0,4,6,3,0,6,2,0
gdb-instances/gdb21.dat	4	6	149.0	156.0	35	4	0,10,6,8,9,7,3,8,1,7,6,9,5,10,2,9,0,8,5,6,4,2,5,1,7,0,5,0,6,3,1,4,0,2,1,0
gdb-instances/gdb22.dat	4	6	191.0	199.0	46	4	0,10,6,10,8,9,8,6,9,4,10,3,9,5,8,7,5,6,4,7,3,8,1,10,2,9,0,8,2,6,1,7,0,6,3,4,2,3,5,0,4,1,3,0,2,1,0
gdb-instances/gdb23.dat	0	0	223.0	223.0	55	0	0,10,9,8,10,7,9,6,8,7,6,10,5,9,4,8,5,7,4,6,5,4,10,3,9,2,8,3,7,2,6,3,5,2,4,3,2,10,1,9,0,8,1,7,0,6,1,5,0,4,1,3,0,2,1,0
gdb-instances/gdb3.dat	6	15	233.0	262.0	26	6	0,9,10,7,6,7,9,8,10,4,5,4,2,4,11,2,3,1,8,0,11,5,6,0,3,1,0
gdb-instances/gdb4.dat	8	28	238.0	266.0	24	8	0,9,8,1,3,1,8,10,7,6,7,9,10,4,2,4,5,6,0,5,0,3,2,1,0
gdb-instances/gdb5.dat	6	15	316.0	346.0	30	6	0,11,12,4,5,4,10,7,9,8,10,9,8,1,3,12,2,4,11,6,7,9,0,11,5,6,0,3,2,1,0
gdb-instances/gdb6.dat	4	6	260.0	306.0	26	4	0,11,5,4,10,2,4,11,10,3,1,8,9,7,6,11,0,9,0,6,5,6,0,3,2,1,0
gdb-instances/gdb7.dat	6	15	262.0	304.0	27	6	0,11,6,7,10,8,1,3,1,8,9,10,4,2,4,11,6,7,9,0,10,5,6,0,3,2,1,0
gdb-instances/gdb8.dat	16	120	210.0	254.0	58	16	0,26,23,26,25,22,21,22,25,24,21,20,24,17,13,19,20,17,13,20,22,23,0,18,0,16,15,13,12,13,19,14,16,0,2,7,8,4,8,5,9,10,6,5,9,3,5,7,2,5,4,3,2,0,14,12,11,1,0
gdb-instances/gdb9.dat	14	91	219.0	251.0	61	14	0,26,25,22,21,22,25,24,21,20,24,17,13,19,20,17,13,19,14,16,15,13,12,13,20,22,23,26,7,8,7,5,9,10,6,5,8,4,5,4,3,5,2,7,23,0,16,0,14,12,11,3,9,3,18,3,2,0,18,11,1,0
large-instances/graph-raw.csv	10	45	46880.0	53644.0	92	10	0,3,6,9,11,13,16,15,14,16,13,30,33,32,31,29,32,28,31,33,30,28,26,29,25,28,26,25,23,26,22,20,23,19,22,25,27,31,30,28,24,25,21,24,27,30,13,14,12,15,11,14,10,13,11,9,12,8,11,7,10,8,9,5,7,8,6,2,5,8,4,7,24,22,18,21,19,20,17,19,18,17,18,1,5,3,2,4,1,2,0,1,0
large-instances/graph-raw.csv	34	83	46880.0	53644.0	92	10	0,3,6,9,11,13,16,15,14,16,13,30,33,32,31,29,32,28,31,33,30,28,26,29,25,28,26,25,23,26,22,20,23,19,22,25,27,31,30,28,24,25,21,24,27,30,13,14,12,15,11,14,10,13,11,9,12,8,11,7,10,8,9,5,7,8,6,2,5,8,4,7,24,22,18,21,19,20,17,19,18,17,18,1,5,3,2,4,1,2,0,1,0
../../problem-instances/benchmarks/bbcm/9A.dat	50	92	278.0	323.0	110	0,15,14,23,28,36,43,44,48,49,48,47,44,49,45,44,45,37,36,37,38,46,39,31,39,38,30,38,29,37,35,43,42,47,42,41,42,34,35,27,26,34,33,41,40,32,24,32,33,25,26,27,28,29,28,22,27,21,22,23,29,16,30,31,18,17,18,11,6,11,10,17,16,23,22,21,20,25,24,19,20,12,21,13,22,14,15,16,9,10,5,6,3,2,5,4,9,0,14,13,8,12,7,8,0,4,1,2,1,4,0
../../problem-instances/benchmarks/bbcm/9B.dat	50	92	278.0	323.0	110	0,15,14,23,28,36,43,44,48,49,48,47,44,49,45,44,45,37,36,37,38,46,39,31,39,38,30,38,29,37,35,43,42,47,42,41,42,34,35,27,26,34,33,41,40,32,24,32,33,25,26,27,28,29,28,22,27,21,22,23,29,16,30,31,18,17,18,11,6,11,10,17,16,23,22,21,20,25,24,19,20,12,21,13,22,14,15,16,9,10,5,6,3,2,5,4,9,0,14,13,8,12,7,8,0,4,1,2,1,4,0
../../problem-instances/benchmarks/bbcm/9C.dat	50	92	278.0	323.0	110	0,15,14,23,28,36,43,44,48,49,48,47,44,49,45,44,45,37,36,37,38,46,39,31,39,38,30,38,29,37,35,43,42,47,42,41,42,34,35,27,26,34,33,41,40,32,24,32,33,25,26,27,28,29,28,22,27,21,22,23,29,16,30,31,18,17,18,11,6,11,10,17,16,23,22,21,20,25,24,19,20,12,21,13,22,14,15,16,9,10,5,6,3,2,5,4,9,0,14,13,8,12,7,8,0,4,1,2,1,4,0
../../problem-instances/benchmarks/bbcm/9D.dat	50	92	278.0	323.0	110	0,15,14,23,28,36,43,44,48,49,48,47,44,49,45,44,45,37,36,37,38,46,39,31,39,38,30,38,29,37,35,43,42,47,42,41,42,34,35,27,26,34,33,41,40,32,24,32,33,25,26,27,28,29,28,22,27,21,22,23,29,16,30,31,18,17,18,11,6,11,10,17,16,23,22,21,20,25,24,19,20,12,21,13,22,14,15,16,9,10,5,6,3,2,5,4,9,0,14,13,8,12,7,8,0,4,1,2,1,4,0
../../problem-instances/benchmarks/bbcm/10A.dat	50	97	376.0	424.0	114	0,5,12,20,26,35,41,43,49,44,42,49,48,43,41,40,48,47,46,47,40,41,42,44,37,42,36,37,31,37,27,24,27,31,36,30,36,35,34,40,39,46,45,32,39,33,32,38,28,32,33,34,26,29,33,25,29,26,30,31,23,24,16,9,16,15,23,22,30,21,22,14,15,8,14,13,21,20,19,29,25,28,17,25,18,19,11,12,13,7,6,12,11,10,18,17,4,10,11,5,4,0,5,6,1,6,7,8,2,8,9,3,2,1,0
../../problem-instances/benchmarks/bbcm/10B.dat	50	97	376.0	424.0	114	0,5,12,20,26,35,41,43,49,44,42,49,48,43,41,40,48,47,46,47,40,41,42,44,37,42,36,37,31,37,27,24,27,31,36,30,36,35,34,40,39,46,45,32,39,33,32,38,28,32,33,34,26,29,33,25,29,26,30,31,23,24,16,9,16,15,23,22,30,21,22,14,15,8,14,13,21,20,19,29,25,28,17,25,18,19,11,12,13,7,6,12,11,10,18,17,4,10,11,5,4,0,5,6,1,6,7,8,2,8,9,3,2,1,0
../../problem-instances/benchmarks/bbcm/10C.dat	50	97	376.0	424.0	114	0,5,12,20,26,35,41,43,49,44,42,49,48,43,41,40,48,47,46,47,40,41,42,44,37,42,36,37,31,37,27,24,27,31,36,30,36,35,34,40,39,46,45,32,39,33,32,38,28,32,33,34,26,29,33,25,29,26,30,31,23,24,16,9,16,15,23,22,30,21,22,14,15,8,14,13,21,20,19,29,25,28,17,25,18,19,11,12,13,7,6,12,11,10,18,17,4,10,11,5,4,0,5,6,1,6,7,8,2,8,9,3,2,1,0
../../problem-instances/benchmarks/bbcm/10D.dat	50	97	376.0	424.0	114	0,5,12,20,26,35,41,43,49,44,42,49,48,43,41,40,48,47,46,47,40,41,42,44,37,42,36,37,31,37,27,24,27,31,36,30,36,35,34,40,39,46,45,32,39,33,32,38,28,32,33,34,26,29,33,25,29,26,30,31,23,24,16,9,16,15,23,22,30,21,22,14,15,8,14,13,21,20,19,29,25,28,17,25,18,19,11,12,13,7,6,12,11,10,18,17,4,10,11,5,4,0,5,6,1,6,7,8,2,8,9,3,2,1,0
../../problem-instances/benchmarks/bbcm/1A.dat	24	39	146.0	175.0	48	0,19,20,23,22,20,14,20,22,21,18,19,14,15,16,17,13,12,16,15,11,16,12,6,12,13,7,6,5,11,10,5,4,3,2,9,1,3,1,4,10,0,18,8,2,8,0,4,0
../../problem-instances/benchmarks/bbcm/1B.dat	24	39	146.0	175.0	48	0,19,20,23,22,20,14,20,22,21,18,19,14,15,16,17,13,12,16,15,11,16,12,6,12,13,7,6,5,11,10,5,4,3,2,9,1,3,1,4,10,0,18,8,2,8,0,4,0
../../problem-instances/benchmarks/bbcm/1C.dat	24	39	146.0	175.0	48	0,19,20,23,22,20,14,20,22,21,18,19,14,15,16,17,13,12,16,15,11,16,12,6,12,13,7,6,5,11,10,5,4,3,2,9,1,3,1,4,10,0,18,8,2,8,0,4,0
../../problem-instances/benchmarks/bbcm/2A.dat	24	34	185.0	217.0	41	0,2,8,18,19,22,23,20,14,15,16,17,13,12,16,15,11,12,13,7,6,5,11,10,14,20,19,22,21,18,19,9,10,4,3,4,9,8,2,3,1,0
